entry_time,exit_time,direction,entry_price,exit_price,pnl_pct,equity_after
2026-03-02 02:21:00.959461,2026-03-04 00:51:00.959461,SHORT,50256.875824306735,44995.78923906198,10.388391635876875,45017.00721040878
2026-03-04 00:51:00.959461,2026-03-06 08:21:00.959461,LONG,44995.78923906198,48554.3120324078,7.828568453904509,48541.19443577476
2026-03-06 08:21:00.959461,2026-03-09 20:36:00.959461,SHORT,48554.3120324078,47820.68801642022,1.4309348382856575,49235.78729787624
2026-03-09 20:36:00.959461,2026-03-19 01:51:00.959461,LONG,47820.68801642022,49017.65014944043,2.4230215638244363,50428.781041222515
2026-03-19 01:51:00.959461,2026-04-02 11:36:00.959461,SHORT,49017.65014944043,48267.36076403967,1.450651475771164,51160.32689761042
2026-04-02 11:36:00.959461,2026-04-08 22:36:00.959461,LONG,48267.36076403967,54103.1852592836,12.01062273732554,57305.00075246489
2026-04-08 22:36:00.959461,2026-04-12 15:21:00.959461,SHORT,54103.1852592836,49422.02954537958,8.572273782902238,62217.34230826037
2026-04-12 15:21:00.959461,2026-04-14 20:51:00.959461,LONG,49422.02954537958,49988.412919400624,1.0660139926082768,62880.58788309542
2026-04-14 20:51:00.959461,2026-04-20 11:51:00.959461,SHORT,49988.412919400624,45501.592801839055,8.895720283010272,68474.26909348804
2026-04-20 11:51:00.959461,2026-04-20 23:06:00.959461,LONG,45501.592801839055,49427.80971422469,8.548746095734366,74327.96049920024
2026-04-20 23:06:00.959461,2026-04-21 10:51:00.959461,SHORT,49427.80971422469,45723.28798434694,7.41481263947578,79839.23950895951
2026-04-21 10:51:00.959461,2026-04-22 12:36:00.959461,LONG,45723.28798434694,48880.948158717714,6.8260216654842845,85289.08329539897
2026-04-22 12:36:00.959461,2026-04-24 08:06:00.959461,SHORT,48880.948158717714,49538.08062558588,-1.424352946539491,84074.26572440444
2026-04-24 08:06:00.959461,2026-04-27 02:06:00.959461,LONG,49538.08062558588,52518.949545117976,5.937328249073325,89066.03085346047
2026-04-27 02:06:00.959461,2026-04-29 12:36:00.959461,SHORT,52518.949545117976,48251.69585278412,8.045169542220078,96231.5440401474
2026-04-29 12:36:00.959461,2026-05-03 21:21:00.959461,LONG,48251.69585278412,46149.23534297237,-4.437277962263444,91961.4829437081
2026-05-03 21:21:00.959461,2026-05-09 05:06:00.959461,SHORT,46149.23534297237,53090.12065788134,-15.120087367267573,78056.82637838458
2026-05-09 05:06:00.959461,2026-05-14 09:51:00.959461,LONG,53090.12065788134,53811.20727028987,1.2782312555951645,79054.57313027873
2026-05-14 09:51:00.959461,2026-05-14 20:06:00.959461,SHORT,53811.20727028987,49017.62099801249,8.82815596869912,86033.63414660905
2026-05-14 20:06:00.959461,2026-05-15 01:21:00.959461,LONG,49017.62099801249,54019.47526677478,10.124196301091601,94743.84815257473
2026-05-15 01:21:00.959461,2026-05-16 04:06:00.959461,SHORT,54019.47526677478,48851.45684047816,9.48695414158394,103732.15357878142
2026-05-16 04:06:00.959461,2026-05-20 07:21:00.959461,LONG,48851.45684047816,51115.36435773388,4.554268174741216,108456.39403619354
2026-05-20 07:21:00.959461,2026-05-29 08:36:00.959461,SHORT,51115.36435773388,50614.05211534644,0.9007466868062882,109433.31141210413
2026-05-29 08:36:00.959461,2026-05-31 03:51:00.959461,LONG,50614.05211534644,51094.14132777507,0.8685294940119209,110383.77199799217
2026-05-31 03:51:00.959461,2026-06-01 01:06:00.959461,SHORT,51094.14132777507,46581.97124963038,8.751090925275715,120043.55625228549
2026-06-01 01:06:00.959461,2026-06-04 10:51:00.959461,LONG,46581.97124963038,47577.18527892603,2.056478990900478,122512.22676654352
2026-06-04 10:51:00.959461,2026-06-18 14:06:00.959461,SHORT,47577.18527892603,45841.82873471336,3.567455254107549,126882.79563725073
2026-06-18 14:06:00.959461,2026-06-21 15:36:00.959461,LONG,45841.82873471336,52283.71837121394,13.972427257603073,144611.40196007877
